"asiasanat","ilmestymispäivä","käytön päättyminen","nimellisarvo","merkin nimi","merkin väri","painopaikka","painosmäärä","taiteilija","valuutta","kuvan_url"
"vaakuna leijona saarinen 1917 saarismalli","01.07.1924","31.12.1930","0,40","Malli 1917 Saarinen","vihreä","Suomen Pankin Setelipaino","4428000","Eliel Saarinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0121.jpg"
"vaakuna leijona saarinen 1917 saarismalli","07.11.1922","31.12.1930","2","Malli 1917 Saarinen","sininen / sininen","Suomen leimakonttorin kirjapaino","12889000","Eliel Saarinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0122.jpg"
"vaakuna leijona saarinen 1917 saarismalli","01.02.1929","31.12.1930","0,25","Malli 1917 Saarinen","ruskea","Suomen Pankin Setelipaino","2000000","Eliel Saarinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0125.jpg"
"vaakuna leijona saarinen 1917 saarismalli","07.04.1926","31.12.1930","1,50","Malli 1917 Saarinen","vihreä / lila","Suomen Pankin Setelipaino","125447000","Eliel Saarinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0131.jpg"
"vaakuna leijona saarinen 1917 saarismalli","07.10.1925","31.12.1930","1","Malli 1917 Saarinen","oranssi","Suomen leimakonttorin kirjapaino","68078000","Eliel Saarinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0137.jpg"
"vaakuna itsenäisyys leijona juhlavuosi","06.12.1927","06.03.1928","1,50","Itsenäisyyden 10-vuotisjuhla","sinertävänlila","Suomen Pankin Setelipaino","4800000","Aksel Ekros","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0138.jpg"
"vaakuna itsenäisyys leijona juhlavuosi","06.12.1927","06.03.1928","2,00","Itsenäisyyden 10-vuotisjuhla","sininen","Suomen Pankin Setelipaino","2900000","Aksel Ekros","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0139.jpg"
"kansainvälinen postimerkkinäyttely  Taidehalli Helsinki filatelia harrastus näyttely vaakuna leijona","10.11.1928","18.11.1928","1,00","Postimerkkinäyttely 1928","oranssi","Suomen Pankin Setelipaino","100000","Eliel Saarinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0150.jpg"
"kansainvälinen postimerkkinäyttely  Taidehalli Helsinki filatelia harrastus näyttely vaakuna leijona","10.11.1928","18.11.1928","1,50","Postimerkkinäyttely 1928","vihreä / lila","Suomen Pankin Setelipaino","100000","Eliel Saarinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0151.jpg"
"Bore Aurajoki Turku linna kaupunki laiva Turun linna laivaliikenne liikenne rannikko merenkulku satama höyrylaiva gotiikka kivirakennus ","01.06.1929","31.12.1929","1","Turku 700 vuotta - s/s Bore I","oliivinvihreä","Suomen Pankin Setelipaino","1006000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0152.jpg"
"tuomiokirkko kirkko gotiikka kivirakennus torni empire C L Engel uskonto kaupunki Turku rakennus keskiaika","01.06.1929","31.12.1929","1,50","Turku 700 vuotta - Turun tuomiokirkko","lila","Suomen Pankin Setelipaino","1007000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0153.jpg"
"Turun linna linnoitus kaupunki puolustusvoimat Turku rakennus kivirakennus keskiaika gotiikka","01.06.1929","31.12.1929","2","Turku 700 vuotta - Turun linna","harmaansininen","Suomen Pankin Setelipaino","1010000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0154.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","0,05","Malli 1930 Leijona","ruskea","Suomen Pankin Setelipaino","7700000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0161.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","0,10","Malli 1930 Leijona","violetti","Suomen Pankin Setelipaino","9000000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0162.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","0,20","Malli 1930 Leijona","vihreä","Suomen Pankin Setelipaino","4975000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0163.jpg"
"vaakuna leijona 1930","24.01.1930","30.06.1963","0,25","Malli 1930 Leijona","ruskea","Suomen Pankin Setelipaino","38000000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0164.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","0,40","Malli 1930 Leijona","vihreä","Suomen Pankin Setelipaino","32972000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0165.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","0,50","Malli 1930 Leijona","keltainen","Suomen Pankin Setelipaino","10601000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0166.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","0,60","Malli 1930 Leijona","harmaa","Suomen Pankin Setelipaino","1987000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0167.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","1,00","Malli 1930 Leijona","oranssi","Suomen Pankin Setelipaino","118200000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0168.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","1,20","Malli 1930 Leijona","punainen","Suomen Pankin Setelipaino","1983000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0169.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","1,50","Malli 1930 Leijona","violetti","Suomen Pankin Setelipaino","77997000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0170.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","2,00","Malli 1930 Leijona","sininen","Suomen Pankin Setelipaino","11897000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0171.jpg"
"vaakuna leijona 1930","01.01.1930","30.06.1963","3","Malli 1930 Leijona","oliivinvihreä","Suomen Pankin Setelipaino","12000000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0172.jpg"
"linna Tott Kyrönsalmi linnoitus Olavinlinna rakennus keskiaika 1930 Saimaa Savonlinna","24.01.1930","01.07.1963","5","Malli 1930 Olavinlinna","sininen","Suomen Pankin Setelipaino","53200000","Aarne Karjalainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0173.jpg"
"järvi maisema luonto Saimaa","24.01.1930","01.07.1963","10","Malli 1930 Saimaa","harmaanvioletti","Suomen Pankin Setelipaino","550000","Aarne Karjalainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0174.jpg"
"puunkaataja puunhakkaaja metsätalous työväline kirves 1930","24.01.1930","01.07.1963","25","Malli 1930 Puunkaataja","harmaanruskea","Suomen Pankin Setelipaino","19500000","Akseli Gallen-Kallela","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0175.jpg"
"punainen risti lippu standaari avustus hyväntekeväisyys avustustoiminta","06.02.1930","28.02.1931","1","Standaari","punaoranssi","Suomen Pankin Setelipaino","312000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0176.jpg"
"punainen risti miekka viitta ase avustus hyväntekeväisyys avustustoiminta","06.02.1930","28.02.1931","1,50","Miekka ja viitta","oliivinharmaa","Suomen Pankin Setelipaino","423000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0177.jpg"
"punainen risti viikinki laiva purjehdus laivaliikenne merenkulku liikenne avustus hyväntekeväisyys avustustoiminta","06.02.1930","28.02.1931","2","Viikinkilaiva","sininen","Suomen Pankin Setelipaino","310000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0178.jpg"
"Saimaa järvi ilmalaiva lisäpainama maisema Graf Zeppelin lentoliikenne liikenne ilmailu luonto","24.09.1930","24.09.1930","10","Zeppelin","harmaanvioletti / punainen","Suomen Pankin Setelipaino","50000","Aarne Karjalainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0179.jpg"
"punainen risti Hattulan Pyhän Ristin kirkko uskonto avustus keskiaika hyväntekeväisyys gotiikka rakennus arkkitehtuuri avustustoiminta","01.01.1931","30.04.1932","1","Hattulan kirkko","harmaanvihreä","Suomen Pankin Setelipaino","300000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0180.jpg"
"punainen risti Hämeenlinna linna vankila gotiikka museo linnoitus maanpuolustus keskiaika rakennus avustus avustustoiminta","01.01.1931","30.04.1932","1,50","Hämeen linna","ruskea","Suomen Pankin Setelipaino","300000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0181.jpg"
"punainen risti Viipurin linna linnoitus maanpuolustus rakennus arkkitehtuuri keskiaika avustus gotiikka avustustoiminta","01.01.1931","30.04.1932","2","Viipurin linna","sininen","Suomen Pankin Setelipaino","300000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0182.jpg"
"Lönnrot Elias lääkäri kansanrunous professori Kalevala Kanteletar kirjallisuus SKS Suomalaisen Kirjallisuuden Seura tiedemies tutkimus","01.01.1931","01.03.1932","1","Suomalaisen Kirjallisuuden Seura 100 vuotta - Elias Lönnrot","ruskea","Suomen Pankin Setelipaino","1015700","Paavo Riihimäki","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0183.jpg"
"kirjallisuus sinetti SKS kansanperinne kansanrunous Suomalaisen kirjallisuuden seura","01.01.1931","01.03.1932","1,50","Suomalaisen Kirjallisuuden Seura 100 vuotta - Sinetti","sininen","Suomen Pankin Setelipaino","1015700","Paavo Riihimäki","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0184.jpg"
"soikiomerkki 1856 vaakuna leijona ovaali kruunu postitorvi postimerkki ","01.03.1931","29.02.1932","1,50","Suomen postimerkit 75 vuotta","punainen","Suomen Pankin Setelipaino","715000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0185.jpg"
"soikiomerkki 1856 vaakuna leijona ovaali kruunu postitorvi postimerkki","01.03.1931","29.02.1932","2","Suomen postimerkit 75 vuotta","sininen","Suomen Pankin Setelipaino","515000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0186.jpg"
"ehiökuori ehiö 1845 porto stempel leima arvoleima harrastus filatelia avustus","15.10.1931","31.12.1962","1","Pro Filatelia","musta","Suomen Pankin Setelipaino","100000","Selim Savonius","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0187.jpg"
"valtionpäämies valtiomies presidentti Pehr Evind Svinhufvud ","15.12.1931","31.12.1962","2","Presidentti Svinhufvud 70 vuotta","tummansininen / musta","Suomen Pankin Setelipaino","1000000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0188.jpg"
"punainen risti Helsinki Helsingin yliopiston kirjasto empire rakennus arkkitehtuuri Carl Ludvig Engel avustus avustustoiminta","01.01.1932","30.04.1933","1,25","Helsingin yliopiston kirjasto","oliivinkeltainen","Suomen Pankin Setelipaino","300000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0189.jpg"
"punainen risti Helsinki Tuomiokirkko kirkko Engel uskonto arkkitehtuuri Nikolainkirkko rakennus avustus empire  avustustoiminta","01.01.1932","30.04.1933","2","Helsingin tuomiokirkko","lila","Suomen Pankin Setelipaino","500000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0190.jpg"
"punainen risti Eduskuntatalo J. S. Siren rakennus arkkitehtuuri parlamentti avustus klassismi avustustoiminta kansanedustuslaitos","01.01.1932","30.04.1933","2,50","Eduskuntatalo","vihertävänsininen","Suomen Pankin Setelipaino","300000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0191.jpg"
"vaakuna leijona 1930","01.12.1931","30.06.1963","0,50","Malli 1930 Leijona","vihreä","Suomen Pankin Setelipaino","4028500","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0192.jpg"
"vaakuna leijona 1930","01.12.1931","30.06.1963","1,25","Malli 1930 Leijona","keltainen","Suomen Pankin Setelipaino","4374000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0193.jpg"
"vaakuna leijona 1930","01.01.1932","30.06.1963","0,50","Malli 1930 Leijona","vihreä","Suomen Pankin Setelipaino","355594000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0194.jpg"
"vaakuna leijona 1930","01.06.1932 ","30.06.1963","1,25","Malli 1930 Leijona","keltainen","Suomen Pankin Setelipaino","37000000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0195.jpg"
"vaakuna leijona 1930","01.03.1932","30.06.1963","1,50","Malli 1930 Leijona","punainen","Suomen Pankin Setelipaino","16990000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0196.jpg"
"vaakuna leijona 1930","01.02.1932","30.06.1963","2","Malli 1930 Leijona","violetti","Suomen Pankin Setelipaino","154000000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0197.jpg"
"vaakuna leijona 1930","01.02.1932","30.06.1963","2,50","Malli 1930 Leijona","sininen","Suomen Pankin Setelipaino","8000000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0198.jpg"
"järvi maisema luonto Saimaa","1.6.1932","01.07.1963","10","Malli 1930 Saimaa ","lila","Suomen Pankin Setelipaino","14600000","Aarne Karjalainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0199.jpg"
"punainen risti Maunu II Tavast Nousiainen kirkko piispa uskonto keskiaika avustus kenotafi  pyhä Henrik taidekäsityö muistomerkki avustustoiminta","20.01.1933","31.12.1962","1,25","Piispoja - Maunu II Tavast","harmaanruskea","Suomen Pankin Setelipaino","300000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0200.jpg"
"punainen risti Mikael Agricola kirjallisuus piispa uskonto uskonpuhdistus veistos kuvanveisto taide Ville Vallgren Helsingin tuomiokirkko  avustustoiminta","20.01.1933","31.12.1962","2","Piispoja - Mikael Agricola","violetti","Suomen Pankin Setelipaino","500000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0201.jpg"
"punainen risti Isac Rothovius piispa uskonto taide kuvataide maalaustaide Jochim Neimar muotokuva  avustustoiminta","20.01.1933","31.12.1962","2,50","Piispoja - Isac Rothovius","harmaansininen","Suomen Pankin Setelipaino","300000","Eric O. W. Ehrström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0202.jpg"
"punainen risti Evert Horn sotamarsalkka sotilas maanpuolustus asepuku avustus muotokuva haarniska  avustustoiminta","20.01.1934","31.12.1962","1,25","Sotapäälliköitä - Sotamarsalkka Evert Horn","ruskea","Suomen Pankin Setelipaino","400000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0203.jpg"
"punainen risti Torsten Stålhandske kenraali hakkapeliitta sotilas maanpuolustus asepuku maalaustaide avustus muotokuva kuvataide  avustustoiminta","20.01.1934","31.12.1962","2","Sotapäälliköitä - Kenraali Torsten Stålhandske","vaaleanvioletti","Suomen Pankin Setelipaino","400000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0204.jpg"
"punainen risti Jacob de la Gardie kreivi sotilas maanpuolustus Laiska Jaakko maalaustaide avustus muotokuva kuvataide avustustoiminta","20.01.1934","31.12.1962","2,50","Sotapäälliköitä - Kreivi Jacob de la Gardie","harmaansininen","Suomen Pankin Setelipaino","400000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0205.jpg"
"Aleksis Kivi Stenvall kirjailija kirjallisuus Wäinö Aaltonen taide veistos muotokuva kuvanveisto ","10.10.1934 ","31.12.1962","2","Aleksis Kiven syntymästä 100 vuotta","violetti","Suomen Pankin Setelipaino","800000","Germund Paaer","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0206.jpg"
"punainen risti Mathias Calonius professori prokuraattori hallinto lainsäädäntö avustus maalaustaide kuvataide Per Kraft vanhempi muotokuva taide tiedemies avustustoiminta","01.01.1935","31.12.1962","1,25","Tiedemiehiä - Professori Mathias Calonius","ruskea","Suomen Pankin Setelipaino","400000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0207.jpg"
"punainen risti Henrik Gabriel Porthan professori kirjallisuus avustus piirros Hedberg muotokuva taide tiedemies historiantutkimus avustustoiminta","01.01.1935","31.12.1962","2","Tiedemiehiä - Professori Henrik Gabriel Porthan","violetti","Suomen Pankin Setelipaino","400000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0208.jpg"
"punainen risti Anders Antti Chydenius rovasti kirjailija taloustiede liberalismi tiede opetus avustus maalaustaide kuvataide Emanuel Alm muotokuva taide tiedemies  avustustoiminta","01.01.1935","31.12.1962","2,50","Tiedemiehiä - Rovasti Anders Chydenius","sininen","Suomen Pankin Setelipaino","400000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0209.jpg"
"kalevala runous kirjallisuus kansanperinne Runonlaulajat musiikki laulu kansanrunous Gallen-Kallela Akseli taide","28.02.1935","31.12.1962","1,25","Kalevala 100 vuotta - Runonlaulajat","tummankarmiini","Suomen Pankin Setelipaino","1500000","Jorma Gallen-Kallela","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0210.jpg"
"Kalevala Sampo Sammon puolustus kirjallisuus kansanperinne vene fresko Pariisin maailmannäyttely kansanrunous Gallen-Kallela Akseli taide","28.02.1935","31.12.1962","2","Kalevala 100 vuotta - Sammon puolustus","tummanharmaa","Suomen Pankin Setelipaino","3000000","Jorma Gallen-Kallela","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0211.jpg"
"Kalevala Kullervo sota ratsastus kirjallisuus kansanperinne taide kuvataide sotilas Kullervon sotaanlähtö fresko Vanha ylioppilastalo hevonen torvi Gallen-Kallela Akseli kansanrunous runous","28.02.1935","31.12.1962","2,50","Kalevala 100 vuotta - Kullervon sotaanlähtö","tummansininen","Suomen Pankin Setelipaino","1500000","Jorma Gallen-Kallela","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0212.jpg"
"punainen risti Robert Henrik Rehbinder lakimies valtiosihteeri Godenhjelm parlamentti avustus maalaustaide kuvataide muotokuva taide  avustustoiminta","01.01.1936","31.12.1962","2,50","Valtiomiehiä - Lakimies Robert Henrik Rehbinder","ruskea","Suomen Pankin Setelipaino","400000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0213.jpg"
"punainen risti Gustav Mauritz Armfelt kreivi valtiomies Grass sotilas avustus maalaustaide kuvataide muotokuva taide Kustaa Mauri  avustustoiminta","01.01.1936","31.12.1962","2","Valtiomiehiä - Kreivi Gustaf Mauritz Armfelt","tummanruskeanlila","Suomen Pankin Setelipaino","400000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0214.jpg"
